○ 범죄 발생 및 검거 현황(전국) [],,,,,,,
죄종별,항목,단위,2016 년,2017 년,2018 년,2019 년,2020 년
주거침입유사강간,여자검거인원[명],명,-,-,1,-,-
주거침입유사강간,불상검거인원[명],명,-,-,-,-,1
주거침입유사강간,법인체[개],개,-,-,-,-,-
특수절도유사강간,발생건수[건],건,-,-,1,-,-
특수절도유사강간,검거건수[건],건,-,-,1,-,-
특수절도유사강간,발생건수 대비 검거건수[%],%,-,-,100,-,-
특수절도유사강간,검거인원[명],명,-,-,1,-,-
특수절도유사강간,남자검거인원[명],명,-,-,1,-,-
특수절도유사강간,여자검거인원[명],명,-,-,-,-,-
특수절도유사강간,불상검거인원[명],명,-,-,-,-,-
특수절도유사강간,법인체[개],개,-,-,-,-,-
특수강도유사강간,발생건수[건],건,4,2,3,1,3
특수강도유사강간,검거건수[건],건,3,2,3,1,3
특수강도유사강간,발생건수 대비 검거건수[%],%,75,100,100,100,100
특수강도유사강간,검거인원[명],명,3,2,6,3,3
특수강도유사강간,남자검거인원[명],명,3,2,5,3,3
특수강도유사강간,여자검거인원[명],명,-,-,-,-,-
특수강도유사강간,불상검거인원[명],명,-,-,1,-,-
특수강도유사강간,법인체[개],개,-,-,-,-,-
아동학대처벌법위반(상습유사강간),발생건수[건],건,-,-,-,-,-
아동학대처벌법위반(상습유사강간),검거건수[건],건,-,-,-,-,-
아동학대처벌법위반(상습유사강간),발생건수 대비 검거건수[%],%,-,-,-,-,-
아동학대처벌법위반(상습유사강간),검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습유사강간),남자검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습유사강간),여자검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습유사강간),불상검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습유사강간),법인체[개],개,-,-,-,-,-
강제추행,발생건수[건],건,16054,17947,17053,17120,15344
강제추행,검거건수[건],건,15384,17219,16324,16395,14864
강제추행,발생건수 대비 검거건수[%],%,95.8,95.9,95.7,95.8,96.9
강제추행,검거인원[명],명,16215,18522,17943,18216,16649
강제추행,남자검거인원[명],명,15726,17886,17185,17359,15837
강제추행,여자검거인원[명],명,361,489,565,667,664
강제추행,불상검거인원[명],명,128,147,193,190,148
강제추행,법인체[개],개,-,-,-,-,-
강제추행,발생건수[건],건,9978,11317,11308,11600,11038
강제추행,검거건수[건],건,9563,10890,10874,11163,10708
강제추행,발생건수 대비 검거건수[%],%,95.8,96.2,96.2,96.2,97
강제추행,검거인원[명],명,10015,11735,11894,12367,11897
강제추행,남자검거인원[명],명,9687,11271,11323,11716,11230
강제추행,여자검거인원[명],명,253,380,446,524,564
강제추행,불상검거인원[명],명,75,84,125,127,103
강제추행,법인체[개],개,-,-,-,-,-
강제추행(상습),발생건수[건],건,14,13,22,11,25
강제추행(상습),검거건수[건],건,14,13,22,11,25
강제추행(상습),발생건수 대비 검거건수[%],%,100,100,100,100,100
강제추행(상습),검거인원[명],명,15,13,26,12,22
강제추행(상습),남자검거인원[명],명,15,13,22,12,20
강제추행(상습),여자검거인원[명],명,-,-,4,-,2
강제추행(상습),불상검거인원[명],명,-,-,-,-,-
강제추행(상습),법인체[개],개,-,-,-,-,-
준강제추행,발생건수[건],건,675,782,753,785,723
준강제추행,검거건수[건],건,657,767,743,767,715
준강제추행,발생건수 대비 검거건수[%],%,97.3,98.1,98.7,97.7,98.9
준강제추행,검거인원[명],명,691,826,833,829,833
준강제추행,남자검거인원[명],명,680,817,819,815,819
준강제추행,여자검거인원[명],명,5,8,6,8,11
준강제추행,불상검거인원[명],명,6,1,8,6,3
준강제추행,법인체[개],개,-,-,-,-,-
준강제추행(상습),발생건수[건],건,-,1,2,-,1
준강제추행(상습),검거건수[건],건,-,1,2,-,1
준강제추행(상습),발생건수 대비 검거건수[%],%,-,100,100,-,100
준강제추행(상습),검거인원[명],명,-,1,2,-,1
준강제추행(상습),남자검거인원[명],명,-,1,2,-,1
준강제추행(상습),여자검거인원[명],명,-,-,-,-,-
준강제추행(상습),불상검거인원[명],명,-,-,-,-,-
준강제추행(상습),법인체[개],개,-,-,-,-,-
강제추행상해·치상,발생건수[건],건,164,176,146,160,153
강제추행상해·치상,검거건수[건],건,157,170,140,155,149
강제추행상해·치상,발생건수 대비 검거건수[%],%,95.7,96.6,95.9,96.9,97.4
강제추행상해·치상,검거인원[명],명,175,181,154,187,164
강제추행상해·치상,남자검거인원[명],명,171,175,153,175,160
강제추행상해·치상,여자검거인원[명],명,4,4,1,11,4
강제추행상해·치상,불상검거인원[명],명,-,2,-,1,-
강제추행상해·치상,법인체[개],개,-,-,-,-,-
강제추행살인·치사,발생건수[건],건,-,-,-,-,-
강제추행살인·치사,검거건수[건],건,-,-,-,-,-
강제추행살인·치사,발생건수 대비 검거건수[%],%,-,-,-,-,-
강제추행살인·치사,검거인원[명],명,-,-,-,-,-
강제추행살인·치사,남자검거인원[명],명,-,-,-,-,-
강제추행살인·치사,여자검거인원[명],명,-,-,-,-,-
강제추행살인·치사,불상검거인원[명],명,-,-,-,-,-
강제추행살인·치사,법인체[개],개,-,-,-,-,-
업무상위력등에의한추행,발생건수[건],건,291,331,295,236,291
업무상위력등에의한추행,검거건수[건],건,290,327,296,234,285
업무상위력등에의한추행,발생건수 대비 검거건수[%],%,99.7,98.8,100.3,99.2,97.9
업무상위력등에의한추행,검거인원[명],명,305,351,323,273,323
업무상위력등에의한추행,남자검거인원[명],명,298,347,315,255,309
업무상위력등에의한추행,여자검거인원[명],명,7,4,8,18,13
업무상위력등에의한추행,불상검거인원[명],명,-,-,-,-,1
업무상위력등에의한추행,법인체[개],개,-,-,-,-,-
친족관계에의한강제추행,발생건수[건],건,276,276,305,284,300
친족관계에의한강제추행,검거건수[건],건,275,275,299,281,299
친족관계에의한강제추행,발생건수 대비 검거건수[%],%,99.6,99.6,98,98.9,99.7
친족관계에의한강제추행,검거인원[명],명,296,315,350,318,336
친족관계에의한강제추행,남자검거인원[명],명,285,309,341,314,333
친족관계에의한강제추행,여자검거인원[명],명,11,6,9,4,3
친족관계에의한강제추행,불상검거인원[명],명,-,-,-,-,-
친족관계에의한강제추행,법인체[개],개,-,-,-,-,-
장애인에대한강제추행·추행,발생건수[건],건,363,386,378,371,349
장애인에대한강제추행·추행,검거건수[건],건,353,377,361,361,346
장애인에대한강제추행·추행,발생건수 대비 검거건수[%],%,97.2,97.7,95.5,97.3,99.1
장애인에대한강제추행·추행,검거인원[명],명,398,433,414,429,426
장애인에대한강제추행·추행,남자검거인원[명],명,394,424,395,412,409
장애인에대한강제추행·추행,여자검거인원[명],명,3,3,12,13,13
장애인에대한강제추행·추행,불상검거인원[명],명,1,6,7,4,4
장애인에대한강제추행·추행,법인체[개],개,-,-,-,-,-
청소년에대한강제추행·추행,발생건수[건],건,1549,1597,1317,1164,800
청소년에대한강제추행·추행,검거건수[건],건,1515,1553,1266,1130,781
청소년에대한강제추행·추행,발생건수 대비 검거건수[%],%,97.8,97.2,96.1,97.1,97.6
청소년에대한강제추행·추행,검거인원[명],명,1564,1661,1417,1283,881
청소년에대한강제추행·추행,남자검거인원[명],명,1522,1611,1359,1235,853
청소년에대한강제추행·추행,여자검거인원[명],명,35,44,50,38,22
청소년에대한강제추행·추행,불상검거인원[명],명,7,6,8,10,6
청소년에대한강제추행·추행,법인체[개],개,-,-,-,-,-
미성년자추행(심신미약자),발생건수[건],건,3,3,3,1,4
미성년자추행(심신미약자),검거건수[건],건,3,3,3,1,3
미성년자추행(심신미약자),발생건수 대비 검거건수[%],%,100,100,100,100,75
미성년자추행(심신미약자),검거인원[명],명,4,4,2,1,3
미성년자추행(심신미약자),남자검거인원[명],명,4,4,2,1,3
미성년자추행(심신미약자),여자검거인원[명],명,-,-,-,-,-
미성년자추행(심신미약자),불상검거인원[명],명,-,-,-,-,-
미성년자추행(심신미약자),법인체[개],개,-,-,-,-,-
미성년자의제강제추행,발생건수[건],건,9,18,25,28,24
미성년자의제강제추행,검거건수[건],건,9,18,23,27,26
미성년자의제강제추행,발생건수 대비 검거건수[%],%,100,100,92,96.4,108.3
미성년자의제강제추행,검거인원[명],명,13,19,27,34,36
미성년자의제강제추행,남자검거인원[명],명,12,18,27,33,36
미성년자의제강제추행,여자검거인원[명],명,1,1,-,1,-
미성년자의제강제추행,불상검거인원[명],명,-,-,-,-,-
미성년자의제강제추행,법인체[개],개,-,-,-,-,-
13세미만미성년자강제추행·추행,발생건수[건],건,792,846,801,846,667
13세미만미성년자강제추행·추행,검거건수[건],건,737,780,745,808,644
13세미만미성년자강제추행·추행,발생건수 대비 검거건수[%],%,93.1,92.2,93,95.5,96.6
13세미만미성년자강제추행·추행,검거인원[명],명,791,827,812,892,743
13세미만미성년자강제추행·추행,남자검거인원[명],명,763,786,770,848,713
13세미만미성년자강제추행·추행,여자검거인원[명],명,14,16,19,22,17
13세미만미성년자강제추행·추행,불상검거인원[명],명,14,25,23,22,13
13세미만미성년자강제추행·추행,법인체[개],개,-,-,-,-,-
공중밀집장소에서의추행,발생건수[건],건,1722,1991,1498,1429,809
공중밀집장소에서의추행,검거건수[건],건,1604,1840,1359,1254,724
공중밀집장소에서의추행,발생건수 대비 검거건수[%],%,93.1,92.4,90.7,87.8,89.5
공중밀집장소에서의추행,검거인원[명],명,1656,1893,1422,1309,764
공중밀집장소에서의추행,남자검거인원[명],명,1629,1860,1395,1278,743
공중밀집장소에서의추행,여자검거인원[명],명,11,12,8,13,6
공중밀집장소에서의추행,불상검거인원[명],명,16,21,19,18,15
공중밀집장소에서의추행,법인체[개],개,-,-,-,-,-
특수강제추행(준),발생건수[건],건,42,45,51,44,25
특수강제추행(준),검거건수[건],건,40,45,50,44,25
특수강제추행(준),발생건수 대비 검거건수[%],%,95.2,100,98,100,100
특수강제추행(준),검거인원[명],명,117,103,118,112,75
특수강제추행(준),남자검거인원[명],명,95,92,116,99,68
특수강제추행(준),여자검거인원[명],명,17,10,2,12,6
특수강제추행(준),불상검거인원[명],명,5,1,-,1,1
특수강제추행(준),법인체[개],개,-,-,-,-,-
주거침입강제추행,발생건수[건],건,169,158,144,158,128
주거침입강제추행,검거건수[건],건,162,153,137,156,127
주거침입강제추행,발생건수 대비 검거건수[%],%,95.9,96.8,95.1,98.7,99.2
주거침입강제추행,검거인원[명],명,169,154,145,164,133
주거침입강제추행,남자검거인원[명],명,166,152,142,161,131
주거침입강제추행,여자검거인원[명],명,-,1,-,2,-
주거침입강제추행,불상검거인원[명],명,3,1,3,1,2
주거침입강제추행,법인체[개],개,-,-,-,-,-
특수절도강제추행,발생건수[건],건,7,4,3,1,2
특수절도강제추행,검거건수[건],건,5,4,2,1,1
특수절도강제추행,발생건수 대비 검거건수[%],%,71.4,100,66.7,100,50
특수절도강제추행,검거인원[명],명,6,4,2,2,2
특수절도강제추행,남자검거인원[명],명,5,4,2,2,2
특수절도강제추행,여자검거인원[명],명,-,-,-,-,-
특수절도강제추행,불상검거인원[명],명,1,-,-,-,-
특수절도강제추행,법인체[개],개,-,-,-,-,-
특수강도강제추행,발생건수[건],건,-,3,1,2,5
특수강도강제추행,검거건수[건],건,-,3,1,2,5
특수강도강제추행,발생건수 대비 검거건수[%],%,-,100,100,100,100
특수강도강제추행,검거인원[명],명,-,2,1,4,10
특수강도강제추행,남자검거인원[명],명,-,2,1,3,7
특수강도강제추행,여자검거인원[명],명,-,-,-,1,3
특수강도강제추행,불상검거인원[명],명,-,-,-,-,-
특수강도강제추행,법인체[개],개,-,-,-,-,-
아동학대처벌법위반(상습강제추행·추행),발생건수[건],건,-,-,1,-,-
아동학대처벌법위반(상습강제추행·추행),검거건수[건],건,-,-,1,-,-
아동학대처벌법위반(상습강제추행·추행),발생건수 대비 검거건수[%],%,-,-,100,-,-
아동학대처벌법위반(상습강제추행·추행),검거인원[명],명,-,-,1,-,-
아동학대처벌법위반(상습강제추행·추행),남자검거인원[명],명,-,-,1,-,-
아동학대처벌법위반(상습강제추행·추행),여자검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습강제추행·추행),불상검거인원[명],명,-,-,-,-,-
아동학대처벌법위반(상습강제추행·추행),법인체[개],개,-,-,-,-,-
기타 강간·강제추행 등,발생건수[건],건,408,304,356,325,237
기타 강간·강제추행 등,검거건수[건],건,408,305,356,326,235
기타 강간·강제추행 등,발생건수 대비 검거건수[%],%,100,100.3,100,100.3,99.2
기타 강간·강제추행 등,검거인원[명],명,535,376,472,504,358
기타 강간·강제추행 등,남자검거인원[명],명,524,365,450,487,340
기타 강간·강제추행 등,여자검거인원[명],명,7,9,9,14,17
기타 강간·강제추행 등,불상검거인원[명],명,4,2,13,3,1
기타 강간·강제추행 등,법인체[개],개,-,-,-,-,-
강간등상해·치상,발생건수[건],건,130,96,92,107,78
강간등상해·치상,검거건수[건],건,128,97,89,107,78
강간등상해·치상,발생건수 대비 검거건수[%],%,98.5,101,96.7,100,100
강간등상해·치상,검거인원[명],명,161,122,111,124,91
강간등상해·치상,남자검거인원[명],명,159,116,107,122,87
강간등상해·치상,여자검거인원[명],명,1,6,1,1,4
강간등상해·치상,불상검거인원[명],명,1,-,3,1,-
강간등상해·치상,법인체[개],개,-,-,-,-,-
강간등살인·치사,발생건수[건],건,4,4,4,2,2
강간등살인·치사,검거건수[건],건,4,4,4,2,1
강간등살인·치사,발생건수 대비 검거건수[%],%,100,100,100,100,50
강간등살인·치사,검거인원[명],명,5,3,5,2,2
강간등살인·치사,남자검거인원[명],명,5,3,5,2,2
강간등살인·치사,여자검거인원[명],명,-,-,-,-,-
강간등살인·치사,불상검거인원[명],명,-,-,-,-,-
강간등살인·치사,법인체[개],개,-,-,-,-,-
친족관계에의한강간등,발생건수[건],건,-,-,-,-,1
친족관계에의한강간등,검거건수[건],건,-,-,-,-,1
친족관계에의한강간등,발생건수 대비 검거건수[%],%,-,-,-,-,100
친족관계에의한강간등,검거인원[명],명,-,-,1,-,1
친족관계에의한강간등,남자검거인원[명],명,-,-,1,-,1
친족관계에의한강간등,여자검거인원[명],명,-,-,-,-,-
친족관계에의한강간등,불상검거인원[명],명,-,-,-,-,-
친족관계에의한강간등,법인체[개],개,-,-,-,-,-
장애인에대한준강간등,발생건수[건],건,32,21,35,18,14
장애인에대한준강간등,검거건수[건],건,31,21,35,18,14
장애인에대한준강간등,발생건수 대비 검거건수[%],%,96.9,100,100,100,100
장애인에대한준강간등,검거인원[명],명,35,20,31,20,20
장애인에대한준강간등,남자검거인원[명],명,35,20,30,20,19
장애인에대한준강간등,여자검거인원[명],명,-,-,-,-,1
장애인에대한준강간등,불상검거인원[명],명,-,-,1,-,-
장애인에대한준강간등,법인체[개],개,-,-,-,-,-
청소년에대한강간등,발생건수[건],건,154,125,130,112,91
청소년에대한강간등,검거건수[건],건,156,121,131,111,89
청소년에대한강간등,발생건수 대비 검거건수[%],%,101.3,96.8,100.8,99.1,97.8
청소년에대한강간등,검거인원[명],명,230,166,207,244,171
청소년에대한강간등,남자검거인원[명],명,225,162,199,231,161
